date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2016-01-13,117.69,117.87,115.08,115.12,6985962,-2.103,-1.98%,104.3395,812843882.04,51159
2016-01-12,117.03,117.74,116.17,117.44,5639728,0.68,0.64%,106.4423,660334811.21,42346
2016-01-11,115.65,117.06,115.58,116.69,6392820,1.097,1.05%,105.7625,743755983.21,50987
2016-01-08,115.75,117.47,115.26,115.48,6103431,-0.163,-0.16%,104.6658,710471191.69,48989
2016-01-07,117.44,117.97,115.59,115.66,7477876,-2.483,-2.31%,104.829,872196200.45,50883
2016-01-06,118.00,119.27,117.81,118.40,6543760,-0.725,-0.67%,107.3124,775447607.06,43175
2016-01-05,117.41,119.23,117.29,119.20,6314015,1.468,1.38%,108.0375,748972203.51,46655
2016-01-04,117.25,117.73,115.87,117.58,9995004,-0.508,-0.47%,106.5692,1166883273.72,67805
2015-12-31,118.82,119.175,117.94,118.14,3723186,-1.169,-1.08%,107.0767,440997248.49,24019
2015-12-30,119.64,119.99,119.225,119.43,2400802,-0.58,-0.53%,108.2459,287283623.74,19993
2015-12-29,119.00,120.23,118.8201,120.07,3213942,1.196,1.11%,108.826,385205292.52,23126
2015-12-28,118.10,118.90,118.05,118.75,2777327,0.163,0.15%,107.6296,329571016.87,15822
2015-12-24,118.75,118.99,118.50,118.57,1659340,-0.208,-0.19%,107.4664,196915925.43,10283
2015-12-23,118.02,118.85,117.75,118.80,3641874,0.979,0.92%,107.6749,432000685.38,26975
2015-12-22,117.96,118.04,116.64,117.72,4091991,0.027,0.03%,106.696,480356049.12,28556
2015-12-21,116.96,117.74,116.61,117.69,3344606,0.934,0.88%,106.6689,392286663.75,27974
2015-12-18,116.74,117.28,115.89,116.66,11238875,-0.761,-0.71%,105.7353,1310762613.35,43855
2015-12-17,118.34,118.90,117.49,117.50,5275921,-0.308,-0.29%,106.4967,623058713.96,42843
2015-12-16,117.49,118.75,116.49,117.84,6306287,0.825,0.78%,106.8048,742450355.86,54029
2015-12-15,117.50,118.24,116.84,116.93,6118270,0.607,0.58%,105.98,718769403.80,49656
2015-12-14,116.17,117.07,114.65,116.26,7660702,0.163,0.16%,105.3728,887839624.63,55877
2015-12-11,115.86,116.61,115.62,116.08,5735980,-1.015,-0.96%,105.2096,665917250.14,44058
2015-12-10,116.61,117.51,116.20,117.20,5299897,0.562,0.53%,106.2247,620280865.25,42633
2015-12-09,116.21,117.30,115.90,116.58,7604711,0.045,0.04%,105.6628,885585295.90,46038
